titre;annee;cote;coteNew;auteur;cnpl;compositeur;editeur;livret;fiche;internet;scan;snpls
QUAND VOUS AUREZ ELEVE LE FILS DE L'HOMME;1991;SYLL232;Z55-2;BOURGEOIS - REVEL;;GOUZES;SYLVANES;S.STE 1;7240;;*;
QUAND VOUS AUREZ ELEVE LE FILS DE L'HOMME;1990;SYLL782;Z96-5;BOURGEOIS - REVEL;;GOUZES;SYLVANES;S.STE 2;7594;;*;
QUAND VOUS CHANTEZ L'AGNEAU;1900;KLH122;KP122;CFC;;BERTHIER;SODEC;;2891;;*;
QUAND VOUS CHANTEZ L'AGNEAU;1992;J11-29-1;KP11-29-1;CFC (Sœur MARIE-PIERRE);;GUIBERTEAU;SODEC;;4294;*;;
QUAND VOUS CHANTEZ L'AGNEAU;2003;P11-29-2;KP11-29-2;CFC (Sœur MARIE-PIERRE);;Sœur Bénédicte LIETART;KINNOR;;11938;*;;
QUAND VOUS JEUNEZ, PARFUMEZ VOTRE TETE;2013;GX65-36;;AELF;;DANIEL;CÆCILIA;;15989;*;;
QUARANTE ANNEES DANS LE DESERT;2000;KT37-62;EDIT11-70;TAMAILLON;;TAMAILLON;BAYARD-LITURGIE;;10170;*;;
QUARANTE JOURS;1990;K549;;GAMBARELLI;;CHAUDEUR;STUDIO SM;;2892;;*;
QUARANTE JOURS D'UNE AVANCEE;2009;GA58-20;;BERNARD;;HERVY;ADF;;14321;*;;
QUARANTE JOURS D'UNE AVANCEE;2010;GA58-20-3;;BERNARD;;CHEVALIER;ADF;;14570;*;;
QUARANTE JOURS D'UNE AVANCEE;2011;GA58-20-2;;BERNARD;;CHAMBELOIS;BAYARD-LITURGIE;;15163;*;;
QUARANTE JOURS D'UNE AVANCEE;2011;GA58-20-4;;BERNARD;;VIAU;BAYARD-LITURGIE;;15381;*;;
QUARANTE JOURS DANS LE DESERT;1983;G275;GY275;BERNARD;;DELGUTTE;AUVIDIS;;2893;;*;
QUARANTE JOURS, QUARANTE NUITS;2011;G62-22;;KIEFFER;;KIEFFER;FLEURUS-MAME;;15353;*;;
"QUATRE ""SANCTUS""";2001;AL40-46;;AELF - RIMAUD;;URTEAGA;CARMELODIE;;10552;;*;
QUATRE ALLELUIA;2005;U49-13;;DOMAINE PUBLIC;;DUMAS;KINNOR;;12471;*;;
QUATRE COULEURS, QUATRE SAISONS;2012;EDIT22-58;;CLAVIER;;WACKENHEIM;EDITIONS DU SIGNE;;16810;*;;
QUATRE REFRAINS DE PRIERE UNIVERSELLE;2017;U69-90;;CONSTANTIN;;CONSTANTIN;SCHOLA CANTORUM;;17598;*;;
QUATRE SEMAINES;2010;EDIT18-75;;SCIAKY;;VALENTIN;ADF;SIGNES ET SYMBOLES;14848;*;;
QUATRE TROPAIRE - OCTAVE DE NOEL;2019;FX75-15;;AELF - Sœur MARIE-PIERRE;;ROBERT;KINNOR;;18974;*;;
QUATRIEME CHANT DU SERVITEUR;2018;X71-16;;CARMEL DE LA PAIX;;GODARD;JUBILUS-VOIX NOUVELLES EDITIONS;;18030;*;;
QUE BONDISSE MON CŒUR PLEIN DE JOIE;1900;V114;;DEBAISIEUX;;DEBAISIEUX;STUDIO SM;;2894;;*;
QUE BRILLE SUR TON PEUPLE LA LUMIERE DE TA FACE;1983;SYLG551;Z43-2;BOURGEOIS - REVEL;;GOUZES;SYLVANES;AVENT;7191;;*;
QUE CELUI QUI EST SANS PECHE;1992;G612;X612;MAYOL;;MAYOL;LE SENEVE (DDB);ENFANTS;4246;;*;
QUE CET ENCENS, SEIGNEUR;2018;X72-54;;ORDO TRIDENTIN;;MAZE;CÆCILIA;;18376;*;;
QUE CETTE COUPE EN TA MAIN;1990;SYLL551;Z74-2;BOURGEOIS - REVEL;;GOUZES;SYLVANES;S.STE 2;7616;;*;
QUE CHANTE POUR TOI;1995;L22-17;Y22-17;Cté CHEMIN NEUF;;Cté CHEMIN NEUF;A.C.N.;;8135;*;;
QUE CHANTE POUR TON NOM, SEIGNEUR;1995;A20-47;;SINGER;;WACKENHEIM;BAYARD-LITURGIE;;7912;;*;
QUE CHERCHEZ-VOUS ?;1900;I78-1;IP78-1;LA TOUR DU PIN;*;JACOB;SODEC;;5636;;*;
QUE CHERCHEZ-VOUS AU SOIR TOMBANT ?;1971;I78-4;IP78-4;LA TOUR DU PIN;*;BERTHIER;FLEURUS;;2895;;*;
QUE CHERCHEZ-VOUS AU SOIR TOMBANT ?;1900;I78-2;IP78-2;LA TOUR DU PIN;*;GELINEAU;MAME (DESCLEE);;4142;*;;
QUE CHERCHEZ-VOUS AU SOIR TOMBANT ?;1968;I78-3;IP78-3;LA TOUR DU PIN;*;GODARD;MAME(LE CHALET);;4143;*;;
QUE CHERCHEZ-VOUS AU SOIR TOMBANT ?;1995;I20-23-5;IP20-23-5;LA TOUR DU PIN;*;GUIBERTEAU;SODEC;;7885;*;;
QUE CHERCHEZ-VOUS AU SOIR TOMBANT ?;2001;I20-23-6;IP20-23-6;LA TOUR DU PIN;*;GELINEAU;KINNOR;;10537;*;;
QUE DANS LA MORT JE NE M'ENDORME;1990;SYLL943;HX943;BOURGEOIS - REVEL;;GOUZES;SYLVANES;S.STE 2;7541;;*;
QUE DE PARABOLES;2011;X65-02;;RYSER;;WAEBER;SCHOLA CANTORUM;;15935;*;;
QUE DEJA VOTRE CŒUR SE PREPARE;2014;AE66-77;;GINOT;;DUMENIL;ADF;;16259;*;;
QUE DES MILLIERS DE VOIX;1998;A570;Y570;RIMAUD;;VILLENEUVE;JUBILUS-VOIX NOUVELLES EDITIONS;;11022;;*;
QUE DIEU NOTRE PERE NOUS BENISSE;2005;Y39-38-1;;CFC;;GODARD;KINNOR;;12393;*;;
QUE DIEU NOUS BENISSE;1981;PLH177;P177;PSAUTIER HUGUENOT DU 16°s;;AUDEBERT - PSAUTIER HUGUENOT DU 16°s;SODEC;;2896;;*;
QUE DIEU NOUS PRENNE - PSAUME 66;2011;ZL66-16;;AELF;;BOHN;CÆCILIA;;15071;*;;
QUE DIEU NOUS PRENNE EN GRACE;1984;Z601;X601;DUCATEL;;MELOIS;EDITIONS DE L'EMMANUEL;;4870;;*;
QUE DIEU NOUS PRENNE EN GRACE;1994;ZL17-13-2;ZL66-2;AELF;;BAUDRILLARD;STUDIO SM;;5946;*;;
QUE DIEU NOUS PRENNE EN GRACE;1900;Z66;;BIBLE DE JERUSALEM;;GELINEAU - MIGOT - PROPHETTE;LE CERF;;6646;*;;
QUE DIEU NOUS PRENNE EN GRACE ET NOUS BENISSE;2017;UZ72-95;;D'APRES AELF;;COMMUNAUTÉ DE L'EMMANUEL;EDITIONS DE L'EMMANUEL;;18523;*;;
QUE DIEU SE LEVE !;1900;Z67;;BIBLE DE JERUSALEM;;ALAIN - GELINEAU - ROZIER - SAMSON;LE CERF;;6707;*;;
QUE DIEU SE LÈVE !;2001;J42-25;JX42-25;BOURGEOIS - REVEL;;GOUZES;SYLVANES;LE TEMPS PASCAL - VOL. 3;10947;;*;
QUE DIEU TE GARDE;2005;O50-25;;CLERC;;WACKENHEIM;BAYARD-LITURGIE;;12655;*;;
QUE DIEU VOUS PRENNE;1978;DLH118;DP118;CFC;*;GODARD;SODEC;;2897;;*;
QUE DIEU VOUS PRENNE;1900;DLH117;DP117;CFC;*;BERTHIER;SODEC;;2898;;*;
QUE DIEU VOUS PRENNE AU GOUT DU PARTAGE;2001;D41-47-3;DP41-47-3;CFC (Sœur MARIE-PIERRE);*;WACKENHEIM;BAYARD-LITURGIE;;10776;*;;
QUE J'EXULTE ET JUBILE;2003;DEV573;;BIBLE;;TAIZE;ATELIERS ET PRESSES DE TAIZÉ;;18831;*;;
QUE JAMAIS JE NE SOIS DEÇU;1994;H16-34;HX16-34;BARROIS;;VEYSSEYRE;STUDIO SM;;5848;;*;
QUE JE RENDE GRACE A TON AMOUR;1983;SYLK511;Z85-3;BOURGEOIS - REVEL;;GOUZES;SYLVANES;CAREME;7633;;*;
QUE L'ESPRIT DE VIE TE CONFIRME;1993;KT13-36;EDIT11-75;MUTIN;;AKEPSIMAS - PICARD;STUDIO SM;;5347;*;;
QUE L'UNIVERS CHANTE;1981;XL657;;AELF;;BERTHIER;STUDIO SM;;4906;;*;
QUE L'UNIVERS CHANTE;1981;XL658;;AELF;;BERTHIER;STUDIO SM;;4927;;*;
QUE LA PAIX DE DIEU;1981;U517;X517;D'APRÈS TEXTE BIBLIQUE;;MORIN;EDITIONS DE L'EMMANUEL;;4827;*;;
QUE LA PAIX DE DIEU;1981;XL659;;AELF;;BERTHIER;STUDIO SM;;5169;;*;
QUE LA TERRE SOIT PLUS BELLE;2011;EDIT19-47;;LEMASSON;;LEMASSON;ADF;;15252;*;;
QUE LE NOM DU SEIGNEUR SOIT BENI;1980;UZ73-46;;D'APRES AELF;;COMMUNAUTÉ DE L'EMMANUEL;EDITIONS DE L'EMMANUEL;;18574;*;;
QUE LE SEIGNEUR NOUS BENISSE;1900;C91;Y91;DEISS;;DEISS;STUDIO SM;;6399;;*;
QUE LE SEIGNEUR NOUS BENISSE ET NOUS GARDE;1989;SYLH840;Z66-10;BOURGEOIS - REVEL;;GOUZES;SYLVANES;NOEL;7624;;*;
QUE LE SEIGNEUR NOUS PRENNE EN GRACE ;1987;D503;Z66-6;ORY;;D'APRES GOUDIMEL PSAUTIER(16°s) - DOURY;EUROPART;;5545;;*;
QUE LE SEIGNEUR SOIT BENI;1995;V18-05;DEV282;MANNICK;;AKEPSIMAS;STUDIO SM;;7789;*;;
QUE LE SEIGNEUR SOIT BENI (BENEDICITE);1985;EDIT15-62;;COMMUNAUTÉ DE L'EMMANUEL;;COMMUNAUTÉ DE L'EMMANUEL;EDITIONS DE L'EMMANUEL;;13793;*;;
QUE LE SEIGNEUR SOIT DEVANT TOI;2011;Y60-88;;SEDULIUS;;WACKENHEIM;BAYARD-LITURGIE;;14967;*;;
QUE LE SEIGNEUR SOIT VOTRE JOIE;1981;XL660;;AELF;;BERTHIER;STUDIO SM;;5128;;*;
QUE LE SEIGNEUR TE BENISSE;1982;S88;Y572;D'APRÈS TEXTE BIBLIQUE;;BOULLAY;EDITIONS DE L'EMMANUEL;;2899;*;;
QUE LE SEIGNEUR TE DONNE LA PAIX;1979;T544;;SAINT FRANCOIS D'ASSISE;;DECAUX;STUDIO SM;;2900;*;;
QUE LE SEIGNEUR TE RECOIVE PRES DE LUI;2002;S43-41;;BERNARD;;CHLEIDE;BAYARD-LITURGIE;;11149;*;;
QUE LE SEIGNEUR VEILLE SUR TOI;2019;Y79-70;;GOESEELS;;PREVIDI;ADF;;19153;*;;
QUE LE SEIGNEUR VOUS BENISSE;1969;O19;;VEYSSEYRE;;VEYSSEYRE;FLEURUS;;2901;;*;
QUE LE SEIGNEUR VOUS BENISSE ET VOUS GARDE;2011;Y62-08;;JOLY;;WACKENHEIM;ADF;VISAGE SI RADIEUX;15333;*;;
QUE LES CIEUX SE REJOUISSENT;2001;I41-10;;Cté N. D. DES GARDES;;DOURY;EUROPART;;10737;;*;
QUE LES CIEUX SE REJOUISSENT, QUE LA TERRE EXULTE;1989;SYLH711;Z95-10;BOURGEOIS - REVEL;;GOUZES;SYLVANES;NOEL;7119;;*;
QUE LES CIEUX SE REJOUISSENT, QUE LA TERRE EXULTE;1989;SYLJ423;Z66-9;BOURGEOIS - REVEL;;GOUZES;SYLVANES;EPIPH;7231;;*;
QUE LES PEUPLES;2015;U68-00;;AELF;;DUMAS;KINNOR;;16714;*;;
QUE LES PEUPLES DE LA TERRE;1959;A52;X790;SERVEL;;ROSE - ROZIER;MAME(LE CHALET);;4965;*;;
QUE LES PEUPLES TE CONNAISSENT;1900;C146-1;F146-1;BERNARD;*;PROPHETTE;STUDIO SM;;2902;;*;
QUE LES PEUPLES TE CONNAISSENT;1900;C146-2;F146-2;BERNARD;*;NICROSA - VINCENT;STUDIO SM;;4344;*;;
QUE LES PEUPLES TE CONNAISSENT;2006;F52-90-4;;BERNARD;*;LIENHARDT;CÆCILIA;;13203;*;;
QUE LES PEUPLES TE CONNAISSENT;2006;F52-90-5;;BERNARD;*;GEOFFROY;CÆCILIA;;13207;*;;
QUE LES PEUPLES, DIEU, TE RENDENT GRACE (A);2017;UZ73-17;;D'APRES AELF;;COMMUNAUTÉ DE L'EMMANUEL;EDITIONS DE L'EMMANUEL;;18545;*;;
QUE MA BOUCHE CHANTE TA LOUANGE;2010;EDIT18-38;;COMMUNAUTÉ DE L'EMMANUEL;;COMMUNAUTÉ DE L'EMMANUEL;EDITIONS DE L'EMMANUEL;;14660;*;;
QUE MA PRIERE DEVANT TOI;1900;X13;U569;AELF;;GELINEAU;MAME(LE CHALET);;4208;*;;
QUE MA PRIERE DEVANT TOI;1999;AL31-63;Z4-3;AELF;;ROSAZ;LE SENEVE (DDB);NOS VOIX;9336;;*;
QUE MA PRIERE DEVANT TOI;1999;AL31-64;Z4-4;AELF;;ROSAZ;LE SENEVE (DDB);NOS VOIX;9337;;*;
QUE MA PRIERE DEVANT TOI;2002;Z31-64-3;ZL140-2;D'APRES LE PSAUME 140;;MARICHAL;JUBILUS-VOIX NOUVELLES EDITIONS;;11498;;*;
QUE MA PRIERE VIENNE JUSQU'A TOI;1990;SYLL563;HX563;BOURGEOIS - REVEL;;GOUZES;SYLVANES;S.STE 2;6890;;*;
QUE MON AME ET QUE TOUT MON ETRE;2012;DEV552;;COMMUNAUTÉ DE L'EMMANUEL;;COMMUNAUTÉ DE L'EMMANUEL;EDITIONS DE L'EMMANUEL;;18703;*;;
QUE MON CŒUR NE SE TAISE PAS;1999;D34-77-1;DEV283;CFC;;BERTHIER;BAYARD-LITURGIE; - J BERTHIER 90 CHANTS POUR LA LITURGIE;9706;*;;
QUE MON CŒUR NE SE TAISE PAS - PSAUME 29;2011;ZL29-19;;AELF - UNION SAINTE CECILE;;LANGREE;CÆCILIA;;15072;*;;
QUE MON CŒUR SERVE A TE LOUER;2007;T53-29;;Cté CHEMIN NEUF;;Cté CHEMIN NEUF;A.C.N.;;13266;*;;
QUE MON CŒUR TE RENDE GRACE;1992;A622;Y622;Cté CHEMIN NEUF;;Cté CHEMIN NEUF;A.C.N.;;4011;*;;
QUE MON ESPRIT SOIT SUR VOUS;1978;K518;;HAUGUEL;;HAUGUEL;EDITIONS DE L'EMMANUEL;;2903;*;;
QUE MONTE NOTRE PRIERE;1981;XL661;;AELF;;BERTHIER;STUDIO SM;;5127;;*;
QUE NOS CHANTS T'EXALTENT;1984;R514;Y514;DUCATEL;;MELOIS;EDITIONS DE L'EMMANUEL;;4871;;*;
QUE NOS CŒURS SOIENT EN FETE;1993;W13-25;WX13-25;CFC (Sœur MARIE-PIERRE);;BERTHIER;STUDIO SM; - J BERTHIER 90 CHANTS POUR LA LITURGIE;5336;*;;
QUE NOS CŒURS SOIENT EN FETE;1998;W13-25-3;WX13-25-3;CFC;;GELINEAU;BAYARD-LITURGIE;;8901;*;;
QUE NOS CŒURS SOIENT EN FETE;1999;W13-25-4;WX13-25-4;CFC;;BERTHIER;BAYARD-LITURGIE;;9707;;*;
QUE NOS CŒURS SOIENT EN FETE;1999;W13-25-6;WX13-25-6;CFC;;ROBERT;KINNOR;;9762;*;;
QUE NOS CŒURS SOIENT EN FETE;1999;W13-25-5;WX13-25-5;CFC;;MARTIN;KINNOR;;9772;*;;
QUE NOS CŒURS SOIENT EN FETE POUR DIEU;1997;P13-25-2;WX13-25-2;CFC;;DOURY;EUROPART;;8745;;*;
QUE NOS PRIERES DEVANT TOI;1981;XL662;;AELF;;BERTHIER;STUDIO SM;;5125;;*;
QUE NOTRE ESPOIR SOIT REVEILLE;1900;H508;;BERNARD;;DAZIN;LE TRIFORIUM;;4681;;*;
QUE NOTRE PRIERE MONTE VERS TOI, SEIGNEUR;2017;UZ72-96;;D'APRES AELF;;COMMUNAUTÉ DE L'EMMANUEL;EDITIONS DE L'EMMANUEL;;18524;*;;
QUE NOTRE SACRIFICE EN CE JOUR;1981;XL663;;AELF;;BERTHIER;STUDIO SM;;5733;;*;
QUE NOTRE UNITE;2012;D63-17;;HUE;;HUE;ADF;EXULTONS DE JOIE;15554;*;;
QUE PASSE LA CHARRUE;1992;G10-66-1;GP10-66-1;CFC;*;GELINEAU;STUDIO SM;;4409;;*;
QUE PASSE LA CHARRUE;1983;G264-1;GP264-1;CFC;*;TASSIN;SODEC;;5090;;*;
QUE PETILLE LA VIE;2012;EDIT20-13;;SCIAKY;;SCIAKY;ADF;;15506;*;;
QUE REGNE EN NOS CŒURS;1981;XL664;;AELF;;BERTHIER;STUDIO SM;;5100;;*;
QUE RIEN NE TE TROUBLE;1982;L191;M191;SAINTE THERESE D'AVILA;;JOLLET;AUVIDIS;;2904;;*;
QUE RIEN NE TE TROUBLE;1994;X19-53;;SAINTE THERESE D'AVILA;;REBUT;EDITIONS DE L'EMMANUEL;;7763;;*;
QUE RIEN NE TE TROUBLE;2014;DEV449-3;;SAINTE THERESE D'AVILA;;WACKENHEIM;ADF;;16330;*;;
QUE S'ACCOMPLISSE EN NOUS L'AVENEMENT DU SEIGNEUR;1989;SYLJ626;Z145-5;BOURGEOIS - REVEL;;GOUZES;SYLVANES;EPIPH;7566;;*;
QUE S'ELEVE JUSQU'A TOI, SEIGNEUR;2020;XB77-68;;BERNARD;;STEFFENS;CÆCILIA;;19550;*;;
QUE S'ELEVE JUSQU'A TOI, SEIGNEUR;2020;B78-40;;BERNARD;;BUIS;L'ARBRE NOIR;;19717;*;;
QUE S'OUVRE LE CIEL;2000;W36-15-1;WX36-15-1;CFC;;LANGREE;CÆCILIA;;9895;*;;
QUE S'OUVRE LE CIEL;2003;WX36-15-2;;CFC (Frère PIERRE-YVES);;CAILLAT;KINNOR;;11626;*;;
QUE S'OUVRE SOUS NOS PAS;1900;U129;Y129;BERTHET;;WACKENHEIM;STUDIO SM;;2905;;*;
QUE SE PENCHE L'AURORE;2006;VP52-03;;CFC (Sœur JEANNE-EMMANUEL);;CAILLAT;KINNOR;;13004;;*;
QUE SERT A L'HOMME DE GAGNER;2010;AX60-17;;AELF;;DIEUAIDE;CÆCILIA;;14818;*;;
QUE SION EXULTE DE JOIE;1988;SYLB224;Z47-3;BOURGEOIS - REVEL;;GOUZES;SYLVANES;LAUDES;6934;;*;
QUE SOIT BENI LE NOM DE DIEU;1983;A245;Y245;DUCATEL;;MELOIS;EDITIONS DE L'EMMANUEL;;2906;*;;
QUE SOIT BENI TON NOM TRES SAINT;1993;ZL11-36;ZL144-22;AELF;;AKEPSIMAS;STUDIO SM;;4556;*;;
QUE SOIT LA PLENITUDE;2000;PY59-98;;CFC (Frère DAVID);;ROBERT;SCHOLA CANTORUM;;14780;*;;
QUE SOIT PARFAITE NOTRE UNITE ;1984;D341-1;;RIMAUD;*;BERTHIER;STUDIO SM; - J BERTHIER 90 CHANTS POUR LA LITURGIE;2907;;*;
QUE TA FAMILLE, SEIGNEUR JESUS, NOUS SOIT UNE LUMIERE;2013;FX65-37;;AELF;;LIENHARDT;CÆCILIA;;15990;*;;
QUE TA PAROLE;2016;DEV554;;COMMUNAUTÉ DE L'EMMANUEL;;COMMUNAUTÉ DE L'EMMANUEL;EDITIONS DE L'EMMANUEL;;18713;*;;
QUE TA PAROLE SOIT NOTRE FETE;1981;U59-60;;ALPEC;;ALPEC;NOVALIS;;14719;*;;
"QUE TA VOLONTE SOIT ""FETE""";2003;EDIT46-66;;CROS;;GAFAH;ADF;JESUS-CHRIST, 2000 ANS D'AMOUR;11878;*;;
QUE TA VOLONTE SOIT FAITE;2008;EDIT16-70;;MANNICK;;AKEPSIMAS;BAYARD-LITURGIE;;14187;*;;
QUE TA VOLONTE SOIT FAITE !;1986;KT601;EDIT11-76;GIANADDA;;GIANADDA;STUDIO SM;;2909;*;;
QUE TES DEMEURES SONT DESIRABLES;1900;Z83;;BIBLE DE JERUSALEM;;CHAILLEY - DAMAIS - GELINEAU - SAMSON;LE CERF;;6662;*;;
QUE TES ŒUVRES SONT BELLES;1984;A219-1;Y219-1;RIMAUD;*;BERTHIER;STUDIO SM; - J BERTHIER 90 CHANTS POUR LA LITURGIE;2910;*;;
QUE TON CHEMIN SOIT CONNU;2019;KX75-04;;AELF - HERVY;;HERVY;ADF;;18951;*;;
QUE TON EGLISE;2008;EDIT15-22;;FERTIN;;BONNASSIES;ADF;;13704;*;;
QUE TON EGLISE;2010;EDIT15-22-2;;FERTIN;;COMET;ADF;;14561;*;;
QUE TON NOM SOIT BENI ET QUE TON REGNE VIENNE;1993;SYLC102;Z144-6b;BOURGEOIS - REVEL;;GOUZES;SYLVANES;VEPRES;7230;;*;
QUE TON REGNE VIENNE;1900;B60;U627;COURREGES - FAU;;COURREGES - FAU;STUDIO SM;;2911;;*;
QUE TON VISAGE S'ILLUMINE POUR NOUS;1988;SYLB232;Z66-7;BOURGEOIS - REVEL;;GOUZES;SYLVANES;LAUDES;7123;;*;
QUE TOUJOURS NOTRE AMOUR SOIT BENI;2007;OT55-22;;KLINGUER;;KLINGUER;ADF;DIEU NOUS AIME;13612;*;;
QUE TOUS AIENT DANS LEUR CŒUR;2023;D81-34;;BENEDICTINES DE MONTMARTRE;;ROBERT;CÆCILIA;;21019;*;;
QUE TOUS LES PEUPLES BATTENT DES MAINS;1988;SYLB223;Z46-6;BOURGEOIS - REVEL;;GOUZES;SYLVANES;LAUDES;7122;;*;
QUE TOUS NE FASSENT QU'UN;2013;D65-11;;BERNARD;;AKEPSIMAS;ADF;;15948;*;;
QUE TOUS SOIENT UN;1900;D202-a;;DEISS;;DEISS;STUDIO SM;;6235;;*;
QUE TOUS SOIENT UN;1900;D202-b;;DEISS;;DEISS;STUDIO SM;;6424;;*;
QUE TOUS SOIENT UN;1999;D31-85;;LEFEBVRE;;LEFEBVRE;BAYARD-LITURGIE;;9398;*;;
QUE TOUS SOIENT UN;2020;X77-17;;AELF;;WACKENHEIM;ADF;;19272;*;;
QUE TOUT ETRE VIVANT CHANTE LOUANGE;2000;ZL37-46;ZL150-7;AELF;;GODARD;BAYARD-LITURGIE;;10153;*;;
QUE TOUTE LANGUE SOIT MESSAGERE;2012;WP63-05-1;;CFC (Sœur MARIE-PIERRE);;CAILLAT;KINNOR;;15528;*;;
QUE TOUTE LANGUE SOIT MESSAGERE;2012;WP63-05-2;;CFC (Sœur MARIE-PIERRE);;CHAMBELOIS;BAYARD-LITURGIE;;15618;*;;
QUE TOUTE LANGUE SOIT MESSAGERE;2014;WP63-05-3;;CFC (Sœur MARIE-PIERRE);;WACKENHEIM;BAYARD-LITURGIE;;16312;*;;
QUE TOUTE LANGUE SOIT MESSAGERE;2014;WP63-05-4;;CFC (Sœur MARIE-PIERRE);;ROBERT;KINNOR;;16581;*;;
QUE TOUTE LANGUE SOIT MESSAGERE;2016;WP63-05-5;;Sœur MARIE-PIERRE FAURE;;DUGEL;FLEURUS-MAME;;17203;*;;
QUE TOUTES LES NATIONS DE LA TERRE PROCLAMENT LES LOUANGES DU SEIGNEUR;2000;ZL37-49;ZL97-23;AELF - RIMAUD;;GODARD;BAYARD-LITURGIE;;10156;*;;
QUE TRESSAILLE LE CIEL;2001;F39-92;;LEFEBVRE;;LEFEBVRE;STUDIO SM;NOEL! JOIE DU CIEL !;10472;*;;
QUE TU VIVES SEIGNEUR;1970;KT545;EDIT11-77;GAUD;;GAUD;FLEURUS;;2912;;*;
QUE VIENNE LE PROPHETE;1981;XL665;;AELF;;BERTHIER;STUDIO SM;;5213;;*;
QUE VIENNE SUR MOI TA MISERICORDE;2002;U66-85;;COMMUNAUTÉ DE L'EMMANUEL;;COMMUNAUTÉ DE L'EMMANUEL;EDITIONS DE L'EMMANUEL;;16267;*;;
QUE VIENNE TON REGNE;2008;EDIT16-03;;COMMUNAUTÉ DE L'EMMANUEL;;COMMUNAUTÉ DE L'EMMANUEL;EDITIONS DE L'EMMANUEL;;13875;*;;
QUE VIVE MON AME A TE LOUER;1988;SYLF244;Z118-23;BOURGEOIS - REVEL;;GOUZES;SYLVANES;MEDIT;7568;;*;
QUE VIVONS-NOUS, SEIGNEUR ?;1900;D229;EDIT11-78;DEBAISIEUX - DEBRUYNNE;;AKEPSIMAS - DEBAISIEUX;STUDIO SM;;2915;;*;
QUE VOTRE CŒUR NE SE TROUBLE PAS;1993;SYLC210;Z119-3;BOURGEOIS - REVEL;;GOUZES;SYLVANES;VEPRES;7232;;*;
QUEL AMOUR SAISIT LE DISCIPLE;2016;WP68-98;;Sœur MARIE-PIERRE FAURE;;AKEPSIMAS;FLEURUS-MAME;;17204;*;;
QUEL BONHEUR;2018;M71-98;;Cté CHEMIN NEUF - SAINT JEAN-MARIE VIANNEY;;Cté CHEMIN NEUF;A.C.N.;;18146;*;;
QUEL DISCIPLE AURAIT SOMMEIL ?;2006;EDIT120;;BERNARD;;WACKENHEIM;BAYARD-LITURGIE;;13022;*;;
QUEL EST CE DIEU ? ;2016;X80-61;;TRACOL;;ROBERT;BAYARD-LITURGIE;;17061;*;;
QUEL EST CE FEU;1988;K600;;LEFEBVRE;;LEFEBVRE;STUDIO SM;;2917;*;;
QUEL EST CE SIGNE DANS LE CIEL;2016;VP68-99-1;;CFC (Sœur MARIE-PAULE);;GROSLAMBERT;FLEURUS-MAME;;17205;*;;
QUEL EST CE VOYAGEUR ?;1978;WLH178;WX178;CFC;*;JACOB;SODEC;;2918;*;;
QUEL EST CE VOYAGEUR ?;2005;WX51-27-2;;CFC (Frère PIERRE-YVES);*;GODARD;KINNOR;;12843;;*;
QUEL EST CELUI QUI VIENT D'EDOM;1990;SYLL741;HX741;BOURGEOIS - REVEL;;GOUZES;SYLVANES;S.STE 2;7449;;*;
QUEL EST CET AMOUREUX;2021;MP118-3;;RIMAUD;*;DUMAS;KINNOR;;19641;*;;
QUEL EST CET AMOUREUX ?;1974;MLH127;MP127;RIMAUD;*;JACOB;SODEC;;2919;*;;
QUEL EST CET AMOUREUX ?;1900;L118-2;MP118-2;RIMAUD;*;MANNICK;STUDIO SM;;2920;;*;
QUEL EST CET AMOUREUX ?;1900;L118-1;MP118-1;RIMAUD;*;WACKENHEIM;STUDIO SM;;2921;;*;
QUEL EST CET HOMME ?;1900;D133-2;HP133-2;HAMELINE;*;GELINEAU;STUDIO SM;;2922;;*;
QUEL EST CET HOMME ?;1985;ELH132;EX132;CFC;;GUIBERTEAU;SODEC;;2923;*;;
QUEL EST CET HOMME ?;1982;ELH128;EX128;CFC;;Sœur MADELEINE;SODEC;;2924;*;;
QUEL EST CET HOMME ?;1993;E14-15-1;EX14-15-1;CFC;;URTEAGA;SODEC;;5396;*;;
QUEL EST CET HOMME ?;2020;EX14-15-4;;CFC (Frère MAURICE);;BUIS;L'ARBRE NOIR;;19358;*;;
QUEL EST DONC CE REPAS ?;1900;D228;;DEBAISIEUX;;AKEPSIMAS;STUDIO SM;;2925;;*;
QUEL EST DONC CET APPEL ?;1900;P119;;BERTHELOT;;GILSON;STUDIO SM;;2926;;*;
QUEL EST TON NOM ?;1900;L113-2;M113-2;DUCHESNEAU;*;GODARD;STUDIO SM;;2927;*;;
QUEL EST TON NOM ?;1900;L113;M113;DUCHESNEAU;*;DUCHESNEAU;STUDIO SM;;2928;;*;
QUEL EST TON NOM?;1993;L13-11;M13-11;CABANTOUS;;BOLDRINI;STUDIO SM;;5322;*;;
QUEL FOYER DE LUMIERE;1900;W123;WX123;CFC;;TAMIE;STUDIO SM;;2929;;*;
QUEL MONDE NOUS HABITE;2014;GP17-52-3;;CFC (Frère GILLES);;DANIEL;FLEURUS-MAME;;16096;*;;
QUEL MONDE NOUS HABITE ?;1994;G17-52-1b;GP17-52-1b;CFC (Frère GILLES);;BERTHIER;SODEC;;6009;*;;
