titre;annee;cote;coteNew;auteur;cnpl;compositeur;editeur;livret;fiche;internet;scan;snpls
ACCLAMATION AVANT L'EVANGILE;1900;U12;;DOMAINE PUBLIC;;GELINEAU;STUDIO SM;;70;;*;
ACCLAMATION AVANT L'EVANGILE;2008;U57-25;;METAYER;;METAYER;ADF;;14106;*;;
ACCLAMATION AVANT L'EVANGILE - MESSE DES ENFANTS NANTAIS;2018;U73-50;;AELF;;BOURCIER;JUBILUS-VOIX NOUVELLES EDITIONS;;18578;*;;
ACCLAMATION AVANT L'EVANGILE & EVANGILE DE LA VIGILE PASCALE - ANNEE A;2022;AL80-31;;AELF;;GROSLAMBERT;CÆCILIA;;20717;*;;
ACCLAMATION D'ANAMNESE;1996;U74-70;;LITURGIE;;GELINEAU;ATELIERS ET PRESSES DE TAIZÉ;;18849;*;;
ACCLAMATION D'EVANGILE POUR L'ASSOMPTION ;1972;VLH114;VU114;AELF - LH;;JACOB;SODEC;;232;;*;
ACCLAMATION DE L'EVANGILE;2001;U39-87;FU39-87;LEFEBVRE;;DOMAINE PUBLIC;STUDIO SM;NOEL! JOIE DU CIEL !;10465;*;;
ACCLAMATION DE L'EVANGILE;2017;FU69-93;;AELF;;CRAVEN;CÆCILIA;;17615;*;;
ACCLAMATION DE L'EVANGILE - 13ème AU 17ème DIMANCHES TO C;2017;U70-06;;AELF;;CRAVEN - GELINEAU;CÆCILIA;;17630;*;;
ACCLAMATION DE L'EVANGILE - 27ème AU 30ème DIMANCHES TO C;2016;U69-15;;AELF;;CRAVEN;CÆCILIA;;17254;*;;
ACCLAMATION DE L'EVANGILE - 2ème AU 7ème DIMANCHES DE PAQUES A, B, C;2017;IU70-07;;AELF;;CRAVEN - LIENHARDT - MELODIE GREGORIENNE - ROSENBLATT;CÆCILIA;;17631;*;;
ACCLAMATION DE L'EVANGILE - 2ème DIMANCHE T O - C;2017;U69-94;;AELF;;CRAVEN;CÆCILIA;;17616;*;;
ACCLAMATION DE L'EVANGILE - 3ème, 4ème DIMANCHES TO C;2016;U69-13;;AELF;;CRAVEN;CÆCILIA;;17252;*;;
ACCLAMATION DE L'EVANGILE - 5ème AU 8ème DIMANCHES TO C;2016;U69-14;;AELF;;CRAVEN;CÆCILIA;;17253;*;;
ACCLAMATION DE L'EVANGILE - 9ème AU 12ème DIMANCHES TO C;2017;U69-95;;AELF;;CRAVEN - LIENHARDT;CÆCILIA;;17617;*;;
ACCLAMATION DE L'EVANGILE - CAREME A, B, C - VENDREDI SAINT;2017;HU69-92;;AELF;;LIENHARDT;CÆCILIA;;17612;*;;
ACCLAMATION DE L'EVANGILE - DIMANCHE DES RAMEAUX ET DE LA PASSION A, B C;2017;HU70-04;;AELF;;DEISS - LIENHARDT;CÆCILIA;;17628;*;;
ACCLAMATION DE L'EVANGILE - JOUR DE PAQUES, TEMPS PASCAL, ASCENSION, PENTECOTE;2017;IU70-08;;AELF;;CRAVEN - MELODIE GREGORIENNE - ROSENBLATT;CÆCILIA;;17632;*;;
ACCLAMATION DE L'EVANGILE - TEMPS DE L'AVENT A, B, C;2016;EU69-12;;AELF;;CRAVEN;CÆCILIA;;17251;*;;
ACCLAMATION DE L'EVANGILE 18ème AU 21ème DIMANCHES TO C;2017;U70-29;;AELF;;CRAVEN - LIENHARDT - WACKENHEIM;CÆCILIA;;17665;*;;
ACCLAMATION DE L'EVANGILE 22ème AU 26ème DIMANCHES TO C;2017;U70-31;;AELF;;BIGENWALD - CRAVEN - LIENHARDT;CÆCILIA;;17667;*;;
ACCLAMATION DE L'EVANGILE 2ème ET 3ème DIMANCHES CAREME A, B, C;2017;GU70-30;;AELF;;JEF - LIENHARDT;CÆCILIA;;17666;*;;
ACCLAMATION DE L'EVANGILE 31ème AU 33ème DIMANCHES TO C;2017;U70-32;;AELF;;CRAVEN - GELINEAU;CÆCILIA;;17668;*;;
ACCLAMATION DE L'EVANGILE 34ème DIMANCHE TO A, B, C : SOLENNITE DU CHRIST ROI;2017;U70-33;;AELF;;DECHA - LIENHARDT;CÆCILIA;;17669;*;;
ACCLAMATION DE L'EVANGILE 4ème DIMANCHE DE CAREME A, B, C;2017;GU70-34;;AELF;;DEISS - LIENHARDT;CÆCILIA;;17670;*;;
ACCLAMATION DE L'EVANGILE 5ème DIMANCHE DE CAREME A, B, C;2017;GU70-35;;AELF;;DEISS - LIENHARDT;CÆCILIA;;17671;*;;
ACCLAMATION DE L'EVANGILE MERCREDI DES CENDRES ET 1er DIMANCHE DE CAREME A, B, C;2017;GU70-36;;AELF;;GELINEAU - LIENHARDT;CÆCILIA;;17673;*;;
ACCLAMATION DE L'EVANGILE TEMPS DE NOEL, NUIT DE NOEL, JOUR DE NOEL, EPIPHANIE;2017;FU70-37;;AELF;;CRAVEN - LANGREE - LIENHARDT - PALESTRINA;CÆCILIA;;17674;*;;
ACCLAMATION DE SORTIE;2010;U58-86-1;;CFC (GAUFFRIAU P.);;COMET;ADF;;14552;*;;
ACCLAMATION EUCHARISTIQUE;1962;D44;Y44;DEISS;;DEISS;STUDIO SM;;6412;;*;
ACCLAMATION FINALE;2005;U49-29;;EN CALCAT;;ROBERT;KINNOR;;12512;;*;
ACCLAMATION FINALE GLOIRE AU SEIGNEUR;1976;USC340;U678;MARTIN;;ROSENBLATT;CÆCILIA;;5662;*;;
ACCLAMATION III POUR LA PRIERE EUCHARISTIQUE;2003;C46-92;;RIMAUD;;DIEUAIDE;JUBILUS-VOIX NOUVELLES EDITIONS;;11911;;*;
ACCLAMATION PASCALE;1994;I16-40;IU16-40;BARROIS;;VEYSSEYRE;STUDIO SM;;5854;;*;
ACCLAMATION POUR L'EVANGILE;1900;U3;;TASSIN;;TASSIN;STUDIO SM;;5523;;*;
ACCLAMATION POUR LA PRIERE UNIVERSELLE;1993;USC644;U681;INCONNU;;BIGENWALD - LANGREE;CÆCILIA;;5678;*;;
ACCLAMATION TRINITAIRE;2007;MU54-15;;LEFEBVRE;;LEFEBVRE;ADF;;13418;*;;
ACCLAMATIONS;1900;U4;;DOMAINE PUBLIC;;VERCRUYSSE;STUDIO SM;;71;;*;
ACCLAMATIONS;1900;CLH102;U553;VEYSSEYRE;;VEYSSEYRE;SODEC;;72;;*;
ACCLAMATIONS : GLOIRE A SON NOM;1997;Y27-02;;VALENTIN;;VALENTIN;STUDIO SM;;8658;*;;
ACCLAMATIONS A L'EVANGILE;1900;UL92-1;;AELF;;CHAMBARAND;STUDIO SM;;73;;*;
ACCLAMATIONS A L'EVANGILE - CAREME B;2005;UG48-84;;BERTHET;;ROBERT;KINNOR;;12420;*;;
ACCLAMATIONS A L'EVANGILE - TEMPS ORDINAIRE B;2005;UX48-86;;BERTHET;;ROBERT - THUNUS;KINNOR;;12422;*;;
ACCLAMATIONS A L'EVANGILE - TEMPS PASCAL B;2005;UI48-85;;BERTHET;;ROBERT - THUNUS;KINNOR;;12421;*;;
ACCLAMATIONS A L'EVANGILE POUR L'AVENT B;2005;UE48-59;;BERTHET;;ROBERT - THUNUS;KINNOR;;12375;*;;
ACCLAMATIONS A LA LUMIERE DU CHRIST;2010;IU60-41;;AELF - LA PIERRE QUI VIRE;;WACKENHEIM;BAYARD-LITURGIE;;14871;*;;
ACCLAMATIONS D'ANAMNESE;1969;CL3-3;AL3-3;AELF;;DARCY;FLEURUS;;74;;*;
ACCLAMATIONS D'ANAMNESE;1969;CL2-1;AL2-1;AELF;;DARCY;FLEURUS;;75;;*;
ACCLAMATIONS D'ANAMNESE;1969;CL1-4;AL1-4;AELF;;DARCY;FLEURUS;;76;;*;
ACCLAMATIONS D'EVANGILE EN CAREME;1978;GLH30;GL30;AELF;;JACOB;SODEC;;77;*;;
ACCLAMATIONS D'OFFRANDE ET DOXOLOGIE;2013;B65-65;;AELF;;VINCENT;ADF;;16023;*;;
ACCLAMATIONS DE L'EVANGILE;1973;U11;;JULIEN;;JULIEN;FLEURUS;;78;;*;
ACCLAMATIONS DE L'EVANGILE POUR LA SEMAINE SAINTE;2020;U77-01;;AELF;;ROBERT;ADF;;19240;*;;
ACCLAMATIONS DE LA PRIERE EUCHARISTIQUE;1984;C220-1;;RIMAUD;*;BERTHIER;STUDIO SM; - 25 MESSES POUR TOUTES LES ASSEMBLÉES;79;;*;
ACCLAMATIONS DE LA PRIERE EUCHARISTIQUE POUR LA RECONCILIATION;1987;SM;C604;RIMAUD;*;BERTHIER;STUDIO SM;;80;;*;
ACCLAMATIONS DU KYRIE - TRISAGION;1992;A538;C579;DOMAINE PUBLIC;;SCOUARNEC;STUDIO SM;;4339;*;;
ACCLAMATIONS FINALES;1981;LLH112;U609;LH;;HERMANT;SODEC;;81;*;;
ACCLAMATIONS FINALES;1977;LLH102;Y102;CLAIRVAL;;JACOB;SODEC;;82;*;;
ACCLAMATIONS IV POUR LA PRIERE EUCHARISTIQUE;2003;C47-18;;RIMAUD;;DANIEL;JUBILUS-VOIX NOUVELLES EDITIONS;;11989;;*;
ACCLAMATIONS NOUVELLES DE SUPPLICATION ET DE LOUANGE POUR PRIERES LITANIQUES;1969;A103-b;RY103-b;DOMAINE PUBLIC;;BERTHIER;FLEURUS;;83;;*;
ACCLAMATIONS NOUVELLES DE SUPPLICATION ET DE LOUANGE POUR PRIERES LITANIQUES;1969;A103-a;RY103-a;DOMAINE PUBLIC;;BERTHIER;FLEURUS;;84;;*;
ACCLAMATIONS POUR L'EUCHARISTIE;1982;C199;EDIT255;LEFEBVRE;;LEFEBVRE;STUDIO SM;;85;;*;
ACCLAMATIONS POUR LA PRIERE EUCHARISTIQUE IV;1993;C13-16;;CFC (Frère MAURICE);;BERTHIER;STUDIO SM;;5327;*;;
ACCLAMATIONS POUR LA PRIERE UNIVERSELLE;1993;USC652;U740;INCONNU;;BIGENWALD - LANGREE;CÆCILIA;;7741;*;;
ACCLAMEZ DIEU;2008;P57-43-1;;CFC (JANIN E.);;WACKENHEIM;BAYARD-LITURGIE;;14139;*;;
ACCLAMEZ DIEU;2010;PA57-43-2;;CFC (JANIN E.);;WACKENHEIM;BAYARD-LITURGIE;;14872;*;;
ACCLAMEZ DIEU;2009;PA57-43-3;;CFC (JANIN E.);;DUGEL;EDITIONS LAUDEM;;15425;*;;
ACCLAMEZ DIEU;2022;A79-93;;CFC (JANIN E.);;ROBERT;BAYARD-LITURGIE;;20493;*;;
ACCLAMEZ DIEU ;1990;A500;Z65-6;MOINES DE LIGUGE;;DOURY;EUROPART;;5626;*;;
ACCLAMEZ DIEU PAR VOS CRIS DE JOIE - PSAUME 46;2005;ZL46-9;;AELF;;HERVY;ADF;;12641;*;;
ACCLAMEZ DIEU VOUS QUI SAVEZ;2020;P77-37;;CFC (JANIN E.);;POUJADE;KINNOR;;19393;*;;
ACCLAMEZ DIEU, TOUTE LA TERRE;1900;Z65;;BIBLE DE JERUSALEM;;DAMAIS - GELINEAU - ROZIER;LE CERF;;6657;*;;
ACCLAMEZ LE SEIGNEUR;1900;Z99;;BIBLE DE JERUSALEM;;GELINEAU;LE CERF;;6667;*;;
ACCLAMEZ LE SEIGNEUR;1988;SYLB214;Z28-1;BOURGEOIS - REVEL;;GOUZES;SYLVANES;LAUDES;6793;;*;
ACCLAMEZ LE SEIGNEUR;2011;ZL99-18;;AELF;;HUOT;NOVALIS;;16378;*;;
ACCLAMEZ LE SEIGNEUR;2009;Y69-72;;D'APRES SAINT JEAN-PAUL II;;Frère JEAN-BAPTISTE;CARMELODIE;;17508;*;;
ACCLAMEZ SON NOM;2010;Y59-18;;D'APRES LE PSAUME 99;;COMMUNAUTÉ DE L'EMMANUEL;EDITIONS DE L'EMMANUEL;;14639;*;;
ACCLAMEZ TOUTE LA TERRE;2009;AY58-25;;Cté CHEMIN NEUF;;Cté CHEMIN NEUF;A.C.N.;;14333;*;;
ACCLAMEZ VOTRE DIEU;2013;A67-19;;COMMUNAUTÉ DE L'EMMANUEL;;COMMUNAUTÉ DE L'EMMANUEL;EDITIONS DE L'EMMANUEL;;16355;*;;
ACCLAMEZ VOTRE DIEU;2020;L77-27;;BRASSEUR;;BRASSEUR;Béatitudes Productions;;19241;*;;
ACCLAMEZ-LE;2018;Y74-34;;D'APRES LE PSAUME 112;;COMMUNAUTÉ DE L'EMMANUEL;EDITIONS DE L'EMMANUEL;;18728;*;;
ACCLAMONS !;2008;UL57-02;;AELF;;MARTIN;ADF;;14020;*;;
ACCLAMONS LA PAROLE DE DIEU - MESSE DES PELERINS;2007;U52-99;;AELF;;WACKENHEIM;ADF;MESSE DES PELERINS;13218;*;;
ACCLAMONS LE CHRIST;2017;IY70-45-1;;CFC;;HERVY;KINNOR;;17930;*;;
ACCLAMONS LE ROI DU CIEL;2012;EDIT21-42;;COMMUNAUTÉ DE L'EMMANUEL;;COMMUNAUTÉ DE L'EMMANUEL;EDITIONS DE L'EMMANUEL;;16057;*;;
ACCLAMONS NOTRE DIEU - PSAUME 46;2011;ZL46-12;;AELF - UNION SAINTE CECILE;;LANGREE;CÆCILIA;;14996;*;;
ACCORDE MON CŒUR A TON AMOUR;1990;KT558;DEV53;SCIAKY;;FAU;STUDIO SM;;86;*;;
ACCORDE-NOUS TON PARDON - JESU CHRISTE, MISERERE LITANIE;1979;G227;R227;FONDS COMMUN;;BERTHIER;FLEURUS;;87;;*;
ACCORDS POUR LA LECTURE D'UN PSAUME;1900;ZLH208;Z(ton)208;ANONYME;;JACOB;SODEC;;88;*;;
ACCOURONS A LA CRECHE;2001;F39-99;;BOHN;;BOHN;CÆCILIA;;10489;*;;
ACCUEILLE AU CREUX DE TES MAINS;1996;R24-61;Y24-61;GAFAH;;GAFAH;LE TRIFORIUM;UN MONDE FRATERNEL;8406;;*;
ACCUEILLE EN TA TENDRESSE;2006;S52-08-1;;GAUFFRIAU;*;PECHABADENS;AIR LIBRE;;13012;;*;
ACCUEILLE EN TA TENDRESSE;2012;S52-08-2;;GAUFFRIAU;*;METAYER;ADF;;15676;*;;
ACCUEILLE EN TA TENDRESSE;2013;S52-08-3;;GAUFFRIAU;;MONK;JUBILUS-VOIX NOUVELLES EDITIONS;;19542;*;;
ACCUEILLE EN TOI;1982;K191;;MUTIN;;MUTIN;STUDIO SM;;89;;*;
ACCUEILLE NOTRE OFFRANDE AUJOURD'HUI;2006;B52-17;;BERNARD;;AKEPSIMAS;ADF;UN ESPOIR A GERMÉ;13037;*;;
ACCUEILLE, MON ENFANT, LA PLAINTE DE CET AGE;2005;FP49-90;;LORBER;;WACKENHEIM;BAYARD-LITURGIE;;12605;*;;
ACCUEILLIR DES PRINTEMPS;2020;EDIT47-04;;BERNARD;;BUIS;L'ARBRE NOIR;;19348;*;;
ACCUEILLIR L'ESPERANCE;2011;EDIT20-10;;BERNARD;;WACKENHEIM;ADF;JOURS DE FETE;15379;*;;
ACCUEILLIR LA PAIX;2005;EDIT68;;LE GUICHET;;LE GUICHET;ADF;AU FIL DES JOURS;12549;*;;
ACCUEILLIR TA LUMIERE;1996;E25-47;EDIT256;SCIAKY;;WACKENHEIM;FLEURUS-MAME;;8497;*;;
ACCUEILLIR TON PARDON;1986;ULH93;X844;CFC;;DUMAS - PRADINES;SODEC;;90;*;;
ACCUEILLIR TON PARDON;1999;A31-67-2;RX31-67-2;CFC;;ROSAZ;LETHIELLEUX (DDB);NOS VOIX;9340;;*;
ACCUEILLIR TON PARDON;2010;RX31-67-3;;CFC;;METAYER;KINNOR;;14434;*;;
ACHEVE EN NOUS, SEIGNEUR;1998;A574;T574;LEBON;;LEBON;JUBILUS-VOIX NOUVELLES EDITIONS;;10711;;*;
ACTE D'ABANDON AU SAINT ESPRIT;2016;K70-05;;CARDINAL MERCIER;;LAURENT;Béatitudes Productions;;18114;*;;
ACTE PENITENTIEL;2021;AL79-23;;AELF;;LAFARGUE;JUBILUS-VOIX NOUVELLES EDITIONS;;20118;*;;
ACTE PENITENTIEL (MESSE CHRIST, SOLEIL DE JUSTICE);2022;AL79-33;;AELF;;ROBERT;JUBILUS-VOIX NOUVELLES EDITIONS;;20259;*;;
ACTE PENITENTIEL (MESSE FESTIVE);2022;AL79-54;;AELF;;ROBERT;JUBILUS-VOIX NOUVELLES EDITIONS;;20437;*;;
ACTES D'APOTRE;2001;EDIT20-93;;JUVEN;;JUVEN;CRISTAL MUSIC;;15716;*;;
ACTION DE GRACES;1900;C20;Y20;FUSTIER;;BONFILS;LE SEUIL;;91;*;;
ACTION DE GRACES;2020;U78-31;;CAILLAT;;CAILLAT;KINNOR;;19369;*;;
AD MAJOREM DEI GLORIAM;2011;A61-61;;GRZYBOWSKI;;GRZYBOWSKI;ADF;LEVE-TOI ET MARCHE !;15201;*;;
AD TE JESU CHRISTE;2005;DEV46-69;;TAIZE;;TAIZE;ATELIERS ET PRESSES DE TAIZÉ;;19450;*;;
ADAM S'ELOIGNE;1995;F20-24-1;FP20-24-1;CFC (Frère DAVID);;ROBERT;SODEC;;7886;*;;
ADAM S'ELOIGNE;2005;FP20-24-2;;CFC (Frère DAVID);;DUMAS;KINNOR;;12826;*;;
ADIEU LA NUIT;1979;F288;EDIT257;MARTIN;;ROUX;SODEC;;7996;;*;
ADONAI MON BERGER;2021;DEV47-62;;LARCHER;;LARCHER;Béatitudes Productions;;19914;*;;
ADORAMUS TE;2008;EDIT15-40;;COMMUNAUTÉ DE L'EMMANUEL;;COMMUNAUTÉ DE L'EMMANUEL;EDITIONS DE L'EMMANUEL;;13765;*;;
ADORAMUS TE;1978;Y74-88;;LITURGIE;;BERTHIER;ATELIERS ET PRESSES DE TAIZÉ;;18837;*;;
ADORAMUS TE CHRISTE;1982;DEV46-70;;DOMAINE PUBLIC;;BERTHIER;ATELIERS ET PRESSES DE TAIZÉ;;19451;*;;
ADORATION;2003;X47-28;;SAINT FRANCOIS D'ASSISE;;DOMERGUE;STUDIO SM;;12124;;*;
ADORATION (Ap 15,34);1900;NT11-1;ZL(NT)11-1;AELF;;TASSIN;SODEC;;5642;;*;
ADORE-LE;2020;DEV46-62;;BRASSEUR;;BRASSEUR;Béatitudes Productions;;19255;*;;
ADOREZ-LE;2008;EDIT15-78;;COMMUNAUTÉ DE L'EMMANUEL;;COMMUNAUTÉ DE L'EMMANUEL;EDITIONS DE L'EMMANUEL;;13845;*;;
ADORO TE;2016;DEV512;;SAINT THOMAS D'AQUIN;;FRERE FRANZISKUS-MARIA MERZ;Béatitudes Productions;;17582;*;;
ADORONS LE CORPS DU CHRIST;1984;M501;DEV54;MORIN;;MORIN;EDITIONS DE L'EMMANUEL;;93;*;;
ADORONS LE SEIGNEUR, LE ROI TRES-HAUT;1993;Z34-25;U34-25;BOURGEOIS - REVEL;;GOUZES;SYLVANES;LUMIERES D'ASSISE;9654;;*;
ADVENIAT REGNUM TUUM;2008;M55-82;;NIEUVIARTS;;WACKENHEIM;BAYARD-LITURGIE;;13723;*;;
AFIN QUE L'HOMME NAISSE;1997;P525-1;;CFC;;ESQUIVIE;CARMELODIE;;6128;*;;
AFIN QUE L'HOMME NAISSE;1995;P20-33-2;;CFC (Frère GILLES);;VILLENEUVE;SODEC;;7895;;*;
AFIN QUE L'HOMME NAISSE;2004;P20-33-3;;CFC (Frère GILLES);;ROBERT;KINNOR;;12221;*;;
AFIN QUE TOUT SOIT ACCOMPLI;2000;B36-13-1;JB36-13-1;GELINEAU - RIMAUD;*;LANGREE;CÆCILIA;;9893;*;;
AGNEAU DE DIEU;1900;AL128;;AELF;;WACKENHEIM;STUDIO SM;;94;;*;
AGNEAU DE DIEU;1990;D546;C580;DURGEAUD;;LEBRUN;STUDIO SM;;95;;*;
AGNEAU DE DIEU;1900;AL206;;AELF;;BOUVARD;STUDIO SM;;96;*;;2013
AGNEAU DE DIEU;1900;AL202;;AELF;;WACKENHEIM;STUDIO SM;;97;;*;
AGNEAU DE DIEU;1900;AL111;;AELF;;PROPHETTE;STUDIO SM;;98;;*;
AGNEAU DE DIEU;1981;ALH213;AL625;AELF;;BERTHIER;SODEC;;99;;*;
AGNEAU DE DIEU;1977;AL172;;AELF;;DAZIN;LE TRIFORIUM;;4719;;*;
AGNEAU DE DIEU;1994;AL15-61;;AELF;;VEYSSEYRE;STUDIO SM;;4917;;*;
AGNEAU DE DIEU;1994;AL15-66;;AELF;;VEYSSEYRE;STUDIO SM;;4933;;*;
AGNEAU DE DIEU;1994;AL15-72;;AELF;;VEYSSEYRE;STUDIO SM;;4939;;*;
AGNEAU DE DIEU;1900;AL141;;AELF;;BERTHIER;SODEC;;5035;;*;
AGNEAU DE DIEU;1993;D12-56;C12-56;PRADELLES;;PRADELLES;STUDIO SM;;5267;*;;
AGNEAU DE DIEU;1900;AL124;;AELF;;TASSIN;STUDIO SM;;5436;;*;
AGNEAU DE DIEU;1900;AL178;;AELF;;VEYSSEYRE;STUDIO SM;;6003;*;;
AGNEAU DE DIEU;1997;C26-27;;MARTIN;;ANDRES;CÆCILIA;;8579;*;;
AGNEAU DE DIEU;1999;AL32-42;;AELF;;ROBERT;ADF;25 MESSES POUR TOUTES LES ASSEMBLÉES - LA SOURCE DE LA VIE - SOURCE;9460;*;;
AGNEAU DE DIEU;1999;AL33-19;;AELF;;GELINEAU;BAYARD-LITURGIE;;9545;;*;
AGNEAU DE DIEU;2001;CL35-46-18;AL35-46-18;AELF;;LEFEBVRE - RORATE CÆLI;STUDIO SM;;10459;*;;
AGNEAU DE DIEU;2001;D39-91;;LEFEBVRE;;LEFEBVRE;STUDIO SM;NOEL! JOIE DU CIEL !;10471;*;;
AGNEAU DE DIEU;1995;D19-74;;BERNARD;;AUBRY;STUDIO SM;;11316;;*;
AGNEAU DE DIEU;2004;AL35-46-19;;AELF;;ALABAU;JUBILUS-VOIX NOUVELLES EDITIONS;;11512;;*;
AGNEAU DE DIEU;2003;X42-91;;FEATHERSTONE;;FEATHERSTONE;ADF;;11661;*;;
AGNEAU DE DIEU;2003;AL35-46-21;;AELF;;VILLENEUVE;JUBILUS-VOIX NOUVELLES EDITIONS;;11778;;*;
AGNEAU DE DIEU;2008;AL35-46-22;;AELF;;MAZE;JUBILUS-VOIX NOUVELLES EDITIONS;;13660;;*;
AGNEAU DE DIEU;2008;AL35-46-23;;AELF;;CRAIPEAU;JUBILUS-VOIX NOUVELLES EDITIONS;;13661;;*;
AGNEAU DE DIEU;2008;AL35-46-24;;AELF;;DIEUAIDE;JUBILUS-VOIX NOUVELLES EDITIONS;;13662;;*;2009
AGNEAU DE DIEU;2010;AL55-81;;AELF;;GIANADDA;ADF;;13722;*;;
AGNEAU DE DIEU;2008;AL35-46-26;;AELF;;CANTEGRIL;ADF;;14024;*;;
AGNEAU DE DIEU;2008;AL35-46-27;;AELF;;GELINEAU;JUBILUS-VOIX NOUVELLES EDITIONS;;14035;;*;
AGNEAU DE DIEU;2011;C61-92;;BUISSET;;BUISSET;ADF;;15296;*;;
AGNEAU DE DIEU;2014;AL67-62;;AELF;;SIMON;CÆCILIA;;16602;*;;
AGNEAU DE DIEU;2014;AL67-63;;AELF;;REBER;CÆCILIA;;16603;*;;
AGNEAU DE DIEU;2014;AL67-74;;AELF;;DANIEL;CÆCILIA;;16622;*;;
AGNEAU DE DIEU;2019;AL74-03;;AELF;;BIYELA;EDITIONS DU SIGNE;;18690;*;;
AGNEAU DE DIEU;2021;AL79-17;;AELF;;DELABRE;JUBILUS-VOIX NOUVELLES EDITIONS;;20084;*;;
AGNEAU DE DIEU;2021;AL79-23;;AELF;;LAFARGUE;JUBILUS-VOIX NOUVELLES EDITIONS;;20123;*;;
"AGNEAU DE DIEU - ""MESSE POLYPHONIE POUR UN AVENIR""";2003;AL35-46-20;;AELF;;RICHARD;ADF;25 MESSES POUR TOUTES LES ASSEMBLÉES - POLYPHONIE POUR UN AVENIR;11660;*;;
AGNEAU DE DIEU - MESSE DE LA COMMANDERIE;2021;AL78-47;;AELF;;BREDA;CRISTAL MUSIC;;19716;*;;
AGNEAU DE DIEU - MESSE DE SAINT JEAN-BAPTISTE;1991;AL539;;AELF;;BERTHIER;STUDIO SM; - 25 MESSES POUR TOUTES LES ASSEMBLÉES;102;*;;
AGNEAU DE DIEU - MESSE DE SAINT PIERRE ET SAINT PAUL;2007;AL55-25;;AELF;;RICHARD;ADF;HEUREUX DE CLEBRER;13617;*;;
AGNEAU DE DIEU - MESSE FESTIVE POUR LES DIMANCHES DE TEMPS ORDINAIRE;2004;AL48-00;;AELF;;FONTAINE;JUBILUS-VOIX NOUVELLES EDITIONS;;12367;*;;
AGNEAU DE DIEU : MESSE : CHANTEZ AU SEIGNEUR UN CHANT NOUVEAU;2000;DL35-46;AL35-46-17;AELF;;PLOYE;STUDIO SM;;9805;*;;
AGNEAU DE DIEU (MESSE CHRIST, SOLEIL DE JUSTICE);2022;AL79-37;;AELF;;ROBERT;JUBILUS-VOIX NOUVELLES EDITIONS;;20263;*;;
AGNEAU DE DIEU (MESSE FESTIVE);2022;AL79-54;;AELF;;ROBERT;JUBILUS-VOIX NOUVELLES EDITIONS;;20441;*;;
"AGNEAU DE DIEU DE LA ""MESSE SIMPLE""";1993;A12-92;AL12-92;COLOMBIER;;COLOMBIER - GERARD;AIR LIBRE;;5303;;*;
AGNEAU DE DIEU SUR NOTRE TERRE;2000;H35-76;HP35-76;BERNARD;;DUMAS;ADF;VIVRE DE TON SOUFFLE;9837;*;;
AGNEAU DE DIEU TU AS LIVRE TON CORPS;1900;D526;C576;BERNARD;;DAMON;LE TRIFORIUM;;4610;;*;
AGNEAU DE DIEU-VOICI L'AGNEAU ;1982;AL200;;AELF - LEBON;;LEBON;FLEURUS;;103;;*;
AGNEAU DE DIEU, AGNEAU SANS PECHE;1991;D547;C581;RIMAUD;;BERTHIER;STUDIO SM;;100;*;;
AGNEAU DE DIEU, AGNEAU VAINQUEUR;1984;A221-1;C570-1;RIMAUD;*;BERTHIER;STUDIO SM; - 25 MESSES POUR TOUTES LES ASSEMBLÉES;101;*;;
AGNEAU DE DIEU, CHRIST IMMOLE;2012;C63-39;;BERNARD - MISSEL ROMAIN;;WACKENHEIM;BAYARD-LITURGIE;;15276;*;;
AGNEAU DE DIEU, CONDUIS NOS PAS;1900;I310;X980;BERNARD;;TARENTE;STUDIO SM;;4429;*;;
AGNEAU DE DIEU, IMMOLE;1998;A575;AL575;RIMAUD;;GODARD;JUBILUS-VOIX NOUVELLES EDITIONS;;10996;;*;
AGNEAU DE DIEU, JESUS;2010;C60-42;;BERNARD;;WACKENHEIM;BAYARD-LITURGIE;;14873;*;;
AGNEAU DE DIEU, MESSE DE SAINT-ANDRE;2021;AL78-96;;AELF;;ROBERT;CÆCILIA;;20015;*;;
AGNEAU DE DIEU, MESSE DU FRAT;2017;AL79-30;;AELF;;POUZIN;GLORIOUS;;20057;*;;
AGNEAU DE DIEU, NOTRE PAQUE IMMOLEE;1994;D13-59;C13-59;BERNARD;;WACKENHEIM;STUDIO SM;;5371;*;;
AGNEAU DE DIEU, NOUS VENONS;2007;HP53-18-1;;CFC (Sœur MARIE-MADELEINE);;BOHLER;KINNOR;;13246;;*;
AGNEAU DE DIEU, PAUVRE DE DIEU;1992;D543;AL629;SCOUARNEC;;AKEPSIMAS;STUDIO SM;;4359;*;;
AGNEAU DE DIEU, SAUVEUR DU MONDE (AGNUS);1993;D14-55;C14-55;BERNARD;;LANGREE;BAYARD-LITURGIE;;6622;;*;
AGNEAU DE DIEU, VAINQUEUR DU MAL;1992;A10-60;C10-60;GELINEAU;;GELINEAU;STUDIO SM;;4336;;*;
AGNEAU DE L'ALLIANCE FIDELE;1987;A240-1;C240-1;RIMAUD;*;BERTHIER;STUDIO SM;;104;;*;
AGNEAU DE LA PAIX;1995;H18-37;DEV55;MUTIN;;AKEPSIMAS;STUDIO SM;;7824;*;;
AGNEAU DE LUMIERE;2014;FP65-87;;Sœur MARIA-THERESIA;;PASQUIER;FLEURUS-MAME;;16080;*;;
